200,7.18E-20
202,6.39E-20
204,5.81E-20
206,5.46E-20
208,5.37E-20
210,5.54E-20
212,5.98E-20
214,6.68E-20
216,7.63E-20
218,8.81E-20
220,1.02E-19
222,1.16E-19
224,1.32E-19
226,1.47E-19
228,1.62E-19
230,1.75E-19
232,1.87E-19
234,1.96E-19
236,2.02E-19
238,2.05E-19
240,2.06E-19
242,2.03E-19
244,1.98E-19
246,1.90E-19
248,1.81E-19
250,1.70E-19
252,1.58E-19
254,1.46E-19
256,1.33E-19
258,1.21E-19
260,1.09E-19
262,9.73E-20
264,8.68E-20
266,7.75E-20
268,6.94E-20
270,6.25E-20
272,5.69E-20
274,5.29E-20
276,4.94E-20
278,4.74E-20
280,4.64E-20
282,4.62E-20
284,4.68E-20
286,4.79E-20
288,4.95E-20
290,5.13E-20
292,5.33E-20
294,5.52E-20
296,5.71E-20
298,5.86E-20
300,5.99E-20
302,6.08E-20
304,6.12E-20
306,6.12E-20
308,6.07E-20
310,5.97E-20
312,5.84E-20
314,5.66E-20
316,5.45E-20
318,5.21E-20
320,4.95E-20
322,4.67E-20
324,4.38E-20
326,4.09E-20
328,3.79E-20
330,3.50E-20
332,3.21E-20
334,2.94E-20
336,2.68E-20
338,2.44E-20
340,2.22E-20
342,2.03E-20
344,1.84E-20
346,1.69E-20
348,1.55E-20
350,1.43E-20
352,1.33E-20
354,1.24E-20
356,1.17E-20
358,1.11E-20
360,1.06E-20
362,1.02E-20
364,9.85E-21
366,9.51E-21
368,9.19E-21
370,8.88E-21
372,8.55E-21
374,8.22E-21
376,7.86E-21
378,7.48E-21
380,7.08E-21
382,6.67E-21
384,6.24E-21
386,5.80E-21
388,5.35E-21
390,4.91E-21
392,4.47E-21
394,4.05E-21
396,3.64E-21
398,3.25E-21
400,2.88E-21
402,2.54E-21
404,2.22E-21
406,1.94E-21
408,1.68E-21
410,1.44E-21
412,1.24E-21
414,1.05E-21
416,8.90E-22
418,7.50E-22
420,6.30E-22
