190,6.72E-19
195,5.63E-19
200,4.75E-19
205,4.08E-19
210,3.57E-19
215,3.07E-19
220,2.58E-19
225,2.17E-19
230,1.82E-19
235,1.50E-19
240,1.24E-19
245,1.02E-19
250,8.30E-20
255,6.70E-20
260,5.30E-20
265,4.20E-20
270,3.30E-20
275,2.60E-20
280,2.00E-20
285,1.50E-20
290,1.20E-20
295,9.00E-21
300,6.80E-21
305,5.10E-21
310,3.90E-21
315,2.90E-21
320,2.20E-21
325,1.60E-21
330,1.30E-21
335,1.00E-21
340,7.00E-22
345,5.00E-22
350,4.00E-22
