250,2.41E-21
251,2.41E-21
252,2.24E-21
253,2.41E-21
254,2.41E-21
255,2.58E-21
256,2.75E-21
257,2.75E-21
258,2.93E-21
259,3.10E-21
260,3.27E-21
261,3.61E-21
262,3.79E-21
263,3.96E-21
264,4.30E-21
265,4.65E-21
266,4.99E-21
267,5.34E-21
268,5.68E-21
269,6.20E-21
270,6.54E-21
271,7.06E-21
272,7.57E-21
273,8.09E-21
274,8.78E-21
275,9.29E-21
276,9.98E-21
277,1.08E-20
278,1.15E-20
279,1.24E-20
280,1.33E-20
281,1.41E-20
282,1.50E-20
283,1.60E-20
284,1.70E-20
285,1.81E-20
286,1.91E-20
287,2.03E-20
288,2.15E-20
289,2.29E-20
290,2.43E-20
291,2.55E-20
292,2.67E-20
293,2.81E-20
294,2.93E-20
295,3.08E-20
296,3.24E-20
297,3.39E-20
298,3.56E-20
299,3.70E-20
300,3.87E-20
301,4.04E-20
302,4.20E-20
303,4.35E-20
304,4.51E-20
305,4.66E-20
306,4.82E-20
307,4.96E-20
308,5.13E-20
309,5.30E-20
310,5.44E-20
311,5.58E-20
312,5.73E-20
313,5.87E-20
314,6.02E-20
315,6.14E-20
316,6.28E-20
317,6.42E-20
318,6.54E-20
319,6.63E-20
320,6.70E-20
321,6.76E-20
322,6.83E-20
323,6.85E-20
324,6.88E-20
325,6.95E-20
326,7.02E-20
327,7.09E-20
328,7.16E-20
329,7.23E-20
330,7.28E-20
331,7.30E-20
332,7.26E-20
333,7.18E-20
334,7.04E-20
335,6.94E-20
336,6.85E-20
337,6.70E-20
338,6.56E-20
339,6.47E-20
340,6.44E-20
341,6.42E-20
342,6.35E-20
343,6.35E-20
344,6.30E-20
345,6.23E-20
346,6.14E-20
347,6.08E-20
348,5.77E-20
349,5.47E-20
350,5.20E-20
351,4.94E-20
352,4.72E-20
353,4.53E-20
354,4.32E-20
355,4.15E-20
356,4.03E-20
357,3.94E-20
358,3.89E-20
359,3.89E-20
360,3.68E-20
361,3.60E-20
362,3.49E-20
363,3.36E-20
364,3.29E-20
365,3.03E-20
366,2.77E-20
367,2.50E-20
368,2.20E-20
369,2.01E-20
370,1.88E-20
371,1.74E-20
372,1.58E-20
373,1.48E-20
374,1.39E-20
375,1.31E-20
376,1.26E-20
377,1.24E-20
378,1.20E-20
379,1.20E-20
380,1.05E-20
381,9.81E-21
382,9.12E-21
383,8.78E-21
384,9.29E-21
385,7.57E-21
386,6.37E-21
387,5.34E-21
388,4.47E-21
389,3.96E-21
390,3.44E-21
391,3.10E-21
392,2.93E-21
393,2.75E-21
394,2.41E-21
395,2.07E-21
