   3.0000000e+02	   0.0000000e+00	
   3.0100000e+02	   0.0000000e+00	
   3.0200000e+02	   0.0000000e+00	
   3.0300000e+02	   0.0000000e+00	
   3.0400000e+02	   0.0000000e+00	
   3.0500000e+02	   0.0000000e+00	
   3.0600000e+02	   0.0000000e+00	
   3.0700000e+02	   0.0000000e+00	
   3.0800000e+02	   0.0000000e+00	
   3.0900000e+02	   0.0000000e+00	
   3.1000000e+02	   1.4732664e+11	
   3.1100000e+02	   0.0000000e+00	
   3.1200000e+02	   0.0000000e+00	
   3.1300000e+02	   1.0292182e+12	
   3.1400000e+02	   2.2619036e+12	
   3.1500000e+02	   9.6502911e+11	
   3.1600000e+02	   3.9206874e+11	
   3.1700000e+02	   4.7904603e+11	
   3.1800000e+02	   2.2421165e+12	
   3.1900000e+02	   1.3546605e+12	
   3.2000000e+02	   2.0506034e+12	
   3.2100000e+02	   3.2318556e+12	
   3.2200000e+02	   3.9027468e+12	
   3.2300000e+02	   5.1778758e+12	
   3.2400000e+02	   4.6634844e+12	
   3.2500000e+02	   6.5023074e+12	
   3.2600000e+02	   7.2659289e+12	
   3.2700000e+02	   8.8548741e+12	
   3.2800000e+02	   9.7735167e+12	
   3.2900000e+02	   1.2337278e+13	
   3.3000000e+02	   1.2411635e+13	
   3.3100000e+02	   1.4958802e+13	
   3.3200000e+02	   1.5463558e+13	
   3.3300000e+02	   1.6982673e+13	
   3.3400000e+02	   1.7802686e+13	
   3.3500000e+02	   2.0562869e+13	
   3.3600000e+02	   2.2797885e+13	
   3.3700000e+02	   2.3031086e+13	
   3.3800000e+02	   2.4811120e+13	
   3.3900000e+02	   2.7425018e+13	
   3.4000000e+02	   2.8018021e+13	
   3.4100000e+02	   2.8880111e+13	
   3.4200000e+02	   3.1068558e+13	
   3.4300000e+02	   3.2697504e+13	
   3.4400000e+02	   3.3105693e+13	
   3.4500000e+02	   3.6021825e+13	
   3.4600000e+02	   3.5711925e+13	
   3.4700000e+02	   3.4980861e+13	
   3.4800000e+02	   3.6227613e+13	
   3.4900000e+02	   3.6331131e+13	
   3.5000000e+02	   3.6581703e+13	
   3.5100000e+02	   3.7521636e+13	
   3.5200000e+02	   3.6888084e+13	
   3.5300000e+02	   3.7348047e+13	
   3.5400000e+02	   3.7721511e+13	
   3.5500000e+02	   3.7322802e+13	
   3.5600000e+02	   3.6870468e+13	
   3.5700000e+02	   3.6644439e+13	
   3.5800000e+02	   3.5351613e+13	
   3.5900000e+02	   3.4567980e+13	
   3.6000000e+02	   3.4291839e+13	
   3.6100000e+02	   3.3718962e+13	
   3.6200000e+02	   3.3856464e+13	
   3.6300000e+02	   3.3846684e+13	
   3.6400000e+02	   3.4079067e+13	
   3.6500000e+02	   3.4076040e+13	
   3.6600000e+02	   3.1801716e+13	
   3.6700000e+02	   2.9206144e+13	
   3.6800000e+02	   2.7428899e+13	
   3.6900000e+02	   2.5490208e+13	
   3.7000000e+02	   2.4058407e+13	
   3.7100000e+02	   2.3341715e+13	
   3.7200000e+02	   2.2219309e+13	
   3.7300000e+02	   2.1111962e+13	
   3.7400000e+02	   1.9402509e+13	
   3.7500000e+02	   1.8396785e+13	
   3.7600000e+02	   1.7078409e+13	
   3.7700000e+02	   1.6257178e+13	
   3.7800000e+02	   1.5444821e+13	
   3.7900000e+02	   1.4434019e+13	
   3.8000000e+02	   1.3978464e+13	
   3.8100000e+02	   1.3719831e+13	
   3.8200000e+02	   1.2615640e+13	
   3.8300000e+02	   1.1161647e+13	
   3.8400000e+02	   1.0601872e+13	
   3.8500000e+02	   9.9337941e+12	
   3.8600000e+02	   9.7240149e+12	
   3.8700000e+02	   8.7096399e+12	
   3.8800000e+02	   8.0831592e+12	
   3.8900000e+02	   7.9110138e+12	
   3.9000000e+02	   7.9416642e+12	
   3.9100000e+02	   7.4766420e+12	
   3.9200000e+02	   7.1500866e+12	
   3.9300000e+02	   6.8668479e+12	
