250,0.49
251,0.492
252,0.493
253,0.494
254,0.495
255,0.496
256,0.496
257,0.497
258,0.497
259,0.496
260,0.493
261,0.49
262,0.487
263,0.485
264,0.482
265,0.477
266,0.471
267,0.465
268,0.458
269,0.45
270,0.441
271,0.432
272,0.422
273,0.412
274,0.401
275,0.391
276,0.38
277,0.371
278,0.362
279,0.356
280,0.347
281,0.337
282,0.329
283,0.321
284,0.313
285,0.307
286,0.302
287,0.296
288,0.291
289,0.284
290,0.278
291,0.272
292,0.266
293,0.262
294,0.259
295,0.256
296,0.254
297,0.252
298,0.249
299,0.245
300,0.242
301,0.239
302,0.238
303,0.238
304,0.238
305,0.24
306,0.242
307,0.246
308,0.251
309,0.256
310,0.263
311,0.271
312,0.28
313,0.291
314,0.302
315,0.315
316,0.329
317,0.344
318,0.361
319,0.378
320,0.397
321,0.417
322,0.439
323,0.461
324,0.485
325,0.511
326,0.537
327,0.565
328,0.594
329,0.625
330,0.657
331,0.69
332,0.714
333,0.73
334,0.737
335,0.735
336,0.724
337,0.705
338,0.687
339,0.665
340,0.645
341,0.62
342,0.59
343,0.56
344,0.53
345,0.505
346,0.48
347,0.45
348,0.425
349,0.4
350,0.375
351,0.35
352,0.32
353,0.285
354,0.25
355,0.22
356,0.19
357,0.16
358,0.13
359,0.09
360,0.04
361,0
