255,0.46,0.3,0.12
260,0.44,0.31,0.11
265,0.39,0.35,0.1
270,0.3,0.41,0.1
275,0.17,0.51,0.09
280,0.05,0.59,0.09
285,0.02,0.58,0.08
290,0.01,0.55,0.07
295,0,0.5,0.07
300,0,0.44,0.06
305,0,0.36,0.06
310,0,0.28,0.04
315,0,0.18,0.02
320,0,0.09,0.01
325,0,0.04,0
330,0,0.01,0
335,0,0,0
340,0,0,0
